id,project_name,lon,lat,laccPriority,Population,-- URBAN WATER SOURCES --,Groundwater (%),Surface Water (%),Desalination/Other (%),-- WATER QUANTITY RISK --,Annual Water Stress Category,Annual Water Stress Index,Seasonal Water Stress Category,Seasonal Water Stress Index,-- WATER QUALITY RISK --,Annual Phosphorous Yield Category,Annual Phosphorous Yield (kg/km^2),Annual Sediment Yield Category,Annual Sediment Yield (tons/km^2),-- WATER QUALITY OPPORTUNITY --,Return on Investment Category,Return on Investment,Forest Protection: Phosphorous Category,Forest Protection: Phosphorous,Forest Protection: Sediment Category,Forest Protection: Sediment,Reforestation: Phosphorous Category,Reforestation: Phosphorous,Reforestation: Sediment Category,Reforestation: Sediment,Riparian Restoration: Phosphorous Category,Riparian Restoration: Phosphorous,Riparian Reforestation: Sediment Category,Riparian Restoration: Sediment,-- FLOOD MITIGATION --,Riverine Flood Mitigation City Ranking Category,Riverine Flood Mitigation City Ranking,Urban Population Exposed to Riverine Flooding,Biophysical Opportunity to Mitigate Riverine Flooding,Stormwater Flood Mitigation City Ranking,default
city27,Guayaquil,-79.9061966,-2.2,No,2375062,0,0,100,0,0,Not Stressed,0.127,Stressed,1,0,Medium,0.06,High,330,0,Medium,0.105,Insufficient Scope,-0.01,Insufficient Scope,-0.01,Low Potential,439.2,Insufficient Scope,-0.01,Low Potential,885.37,Low Potential,147.4,0,Medium,30,1424401,2.45,14,1
city29,João Pessoa,-34.9734001,-7.12,Priority,1204214,0,25,75,0,0,Not Stressed,0.243,Stressed,1,0,High,16.54,Medium,87,0,Medium,0.946,Insufficient Scope,-0.01,Insufficient Scope,-0.01,Insufficient Scope,-0.01,Insufficient Scope,-0.01,Medium Potential,12.39,Insufficient Scope,-0.01,0,High,23,77515,2.8,32,1
city34,Maceió,-35.8404999,-9.54,Priority,1268292,0,0,100,0,0,Not Stressed,0.05,Stressed,1,0,High,636.5,High,618,0,High,5.252,Insufficient Scope,-0.01,Insufficient Scope,-0.01,Insufficient Scope,-0.01,Insufficient Scope,-0.01,Medium Potential,12.85,High Potential,2.3,0,High,19,338595,2.64,20,1
city35,Managua,-86.2587967,12.15,No,1058344,0,20,80,0,0,Stressed,0.405,Stressed,1,0,Medium,0.1,High,692,0,Low,0.017,Insufficient Scope,-0.01,Insufficient Scope,-0.01,Low Potential,228.4,Insufficient Scope,-0.01,Low Potential,593.77,Insufficient Scope,-0.01,0,,-0.01,-0.01,-0.01,-0.01,1
city39,Medellín,-75.5746994,6.25,Priority,4076215,0,25,75,0,0,Not Stressed,0.022,Stressed,1,0,High,0.43,High,1017,0,High,2.702,Low Potential,329.7,Low Potential,134.2,High Potential,6.3,Insufficient Scope,-0.01,Medium Potential,24.38,High Potential,6.2,0,Low ,54,12905,2.27,58,1
city46,Panama City,-79.5367966,8.96,No,1584657,0,0,100,0,0,Not Stressed,0.04,Not Stressed,0.277670664,0,Low,0.01,High,859,0,Medium,0.155,Insufficient Scope,-0.01,Insufficient Scope,-0.01,Insufficient Scope,-0.01,Insufficient Scope,-0.01,Medium Potential,12.39,Insufficient Scope,-0.01,0,High,17,956631,2.71,19,1
city51,Recife,-34.8897018,-8.06,Priority,3939253,0,0,100,0,0,Stressed,0.557,Stressed,1,0,High,9.4,High,978,0,High,2.655,Insufficient Scope,-0.01,Insufficient Scope,-0.01,Insufficient Scope,-0.01,Insufficient Scope,-0.01,Medium Potential,44.51,High Potential,6.6,0,High,16,1153131,2.57,10,1
city55,San José,-84.0768967,9.93,Priority,1704468,0,25,75,0,0,Not Stressed,0.086,Stressed,0.955491359,0,High,1.18,High,14185,0,Medium,0.487,Medium Potential,73.4,Medium Potential,22.7,High Potential,7.8,Insufficient Scope,-0.01,Medium Potential,24.38,Medium Potential,11.7,0,Medium,38,14080,2.37,56,1
city56,San Juan,-66.0585022,18.41,No,2475123,0,0,100,0,0,Stressed,0.403,Stressed,1,0,High,0.77,High,2772,0,Low,0.086,Low Potential,191.7,Medium Potential,62.8,Insufficient Scope,-0.01,Insufficient Scope,-0.01,Medium Potential,29.83,Insufficient Scope,-0.01,0,Very High,1,2443023,2.94,43,1
city58,San Salvador,-89.2166977,13.75,No,1739642,0,50,50,0,0,Not Stressed,0.054,Stressed,0.888970142,0,High,0.31,High,402,0,Low,0.046,Low Potential,1183.7,Low Potential,151.9,Low Potential,402.8,Low Potential,232.55,Low Potential,156.9,Medium Potential,53.4,0,Low ,52,116082,2.36,61,1
city61,Santo Domingo,-69.911499,18.48,No,2358764,0,32,68,0,0,Stressed,0.593,Stressed,1,0,High,0.9,High,2731,0,Low,0.08,Low Potential,149.2,Medium Potential,53.2,Insufficient Scope,-0.01,Insufficient Scope,-0.01,Medium Potential,32.01,Insufficient Scope,-0.01,0,Very High,2,1629788,2.97,36,1
city65,Tegucigalpa,-87.2011032,14.1,No,1256531,0,1,99,0,0,Not Stressed,0.069,Stressed,1,0,High,2.71,High,1773,0,Medium,0.122,Insufficient Scope,-0.01,Medium Potential,23,Medium Potential,15.5,Insufficient Scope,-0.01,Medium Potential,15.21,Insufficient Scope,-0.01,0,Low ,55,1454,2.37,49,1
